donor_id,gender,age,income_bracket,employment_status,signup_channel,home_center_id,distance_to_center_km,first_donation_date
40245,M,60,<30k,employed,referral,25,18.33,2023-04-22
40246,M,36,<30k,employed,walk-in,3,4.64,2023-08-29
40247,F,51,60-100k,employed,referral,34,4.68,2023-03-17
40248,F,45,60-100k,employed,online,30,15.08,2024-01-30
40249,M,26,30-60k,employed,walk-in,31,10.12,2024-12-07
40250,F,50,100k+,employed,online,27,8.81,2024-10-04
40251,F,24,<30k,employed,walk-in,38,1.1,2023-02-23
40252,M,34,60-100k,employed,online,16,12.05,2023-02-02
40253,F,42,100k+,retired,referral,21,8.81,2024-10-21
40254,F,53,30-60k,student,walk-in,16,13.79,2023-06-04
40255,M,51,<30k,student,online,14,4.68,2023-05-15
40256,M,29,60-100k,employed,online,25,5.43,2023-10-31
40257,F,26,<30k,employed,online,5,24.91,2024-06-14
40258,M,34,<30k,employed,walk-in,21,11.45,2023-08-05
40259,M,62,<30k,retired,online,37,31.64,2023-04-03
40260,F,61,30-60k,student,online,7,7.22,2024-01-10
40261,Other,48,30-60k,employed,online,4,9.8,2023-01-07
40262,M,19,30-60k,employed,walk-in,9,4.48,2024-10-20
40263,F,58,30-60k,employed,walk-in,7,3.64,2024-04-28
40264,F,39,60-100k,employed,walk-in,34,11.38,2024-11-04
40265,M,39,60-100k,student,referral,3,7.41,2024-12-02
40266,F,40,<30k,unemployed,online,3,19.71,2024-03-20
40267,Other,20,<30k,retired,referral,28,6.57,2024-05-05
40268,M,66,30-60k,unemployed,online,3,8.13,2024-08-22
40269,F,61,<30k,student,online,17,7.73,2023-12-09
40270,M,67,<30k,employed,walk-in,15,16.49,2023-12-01
40271,M,26,30-60k,unemployed,referral,39,8.67,2023-01-08
40272,F,57,60-100k,student,online,39,9.32,2023-10-10
40273,M,36,100k+,employed,walk-in,30,43.17,2024-03-19
40274,M,29,100k+,unemployed,referral,32,4.28,2024-09-06
40275,M,21,100k+,employed,walk-in,37,9.06,2024-11-10
40276,F,59,60-100k,employed,online,25,7.34,2023-05-14
40277,M,26,30-60k,employed,online,34,6.31,2023-04-26
40278,F,28,100k+,employed,referral,5,6.72,2024-07-20
40279,F,47,100k+,employed,referral,5,34.93,2024-10-10
40280,M,30,30-60k,student,online,39,23.64,2024-01-22
40281,M,58,<30k,employed,referral,24,6.27,2024-08-14
40282,Other,43,<30k,student,online,2,9.03,2023-03-10
40283,F,58,30-60k,employed,online,18,16.01,2023-05-24
40284,M,26,30-60k,employed,walk-in,13,4.24,2023-12-02
40285,F,66,30-60k,unemployed,walk-in,1,4.22,2023-09-13
40286,M,58,60-100k,retired,referral,10,11.29,2024-04-26
40287,Other,60,30-60k,retired,walk-in,22,6.42,2024-06-22
40288,M,39,30-60k,unemployed,walk-in,15,4.37,2023-03-04
40289,M,60,60-100k,employed,online,7,1.27,2023-11-20
40290,F,65,30-60k,employed,walk-in,6,10.2,2024-11-22
40291,M,27,60-100k,retired,referral,38,5.32,2023-06-26
40292,M,60,30-60k,employed,online,26,23.32,2023-11-10
40293,F,53,<30k,unemployed,online,6,9.88,2023-06-10
40294,M,64,60-100k,employed,online,27,23.88,2024-08-21
40295,M,53,30-60k,student,online,10,4.27,2023-01-16
40296,F,60,<30k,employed,online,31,2.22,2023-08-10
40297,M,49,<30k,employed,walk-in,9,19.4,2024-05-25
40298,F,44,<30k,student,online,8,10.42,2023-08-25
40299,M,58,<30k,unemployed,online,6,32.56,2024-08-04
40300,M,24,100k+,student,referral,9,7.29,2024-11-16
40301,M,64,<30k,unemployed,online,30,2.73,2023-05-06
40302,M,54,60-100k,employed,online,17,17.11,2024-05-18
40303,F,67,30-60k,employed,online,3,3.67,2023-03-07
40304,M,61,60-100k,student,online,5,13.69,2024-10-01
40305,F,59,<30k,retired,walk-in,11,7.47,2023-02-23
40306,F,31,60-100k,unemployed,online,1,5.36,2023-12-05
40307,M,40,<30k,retired,online,5,3.52,2023-01-20
40308,F,39,60-100k,student,online,7,1.19,2023-07-01
40309,Other,45,100k+,employed,walk-in,7,4.74,2024-10-06
40310,M,57,30-60k,employed,online,8,4.4,2023-09-13
40311,F,20,60-100k,employed,online,16,21.18,2023-07-11
40312,F,60,60-100k,employed,referral,6,13.41,2024-07-03
40313,F,33,30-60k,unemployed,online,5,5.78,2023-10-08
40314,F,67,60-100k,student,online,17,14.28,2024-06-19
40315,M,29,30-60k,employed,walk-in,2,5.36,2024-10-12
40316,M,67,30-60k,employed,online,2,11.18,2024-02-06
40317,F,43,30-60k,employed,online,15,9.13,2024-03-04
40318,F,35,60-100k,employed,online,31,4.7,2023-10-29
40319,F,47,60-100k,employed,online,13,10.59,2023-04-13
40320,F,51,60-100k,retired,online,7,7.35,2024-02-23
40321,F,53,60-100k,employed,walk-in,37,5.55,2024-09-17
40322,M,55,30-60k,student,walk-in,24,4.28,2023-02-04
40323,M,32,<30k,employed,online,2,3.31,2024-12-23
40324,F,68,30-60k,employed,referral,18,5.83,2023-10-27
40325,F,55,30-60k,unemployed,online,28,6.84,2023-02-18
40326,M,22,30-60k,employed,online,39,7.75,2023-11-22
40327,M,29,60-100k,student,referral,17,16.5,2023-11-07
40328,F,44,<30k,employed,online,18,7.44,2024-11-09
40329,F,33,60-100k,employed,referral,22,24.35,2024-11-08
40330,M,27,100k+,employed,walk-in,37,9.36,2024-03-15
40331,M,29,60-100k,employed,online,37,1.7,2023-03-03
40332,F,41,60-100k,retired,online,16,7.73,2024-09-15
40333,F,61,<30k,student,online,32,24.08,2024-02-27
40334,F,56,100k+,unemployed,referral,12,7.17,2024-07-29
40335,F,48,60-100k,student,referral,28,7.47,2023-07-07
40336,F,65,30-60k,retired,online,13,19.49,2023-10-14
40337,F,29,100k+,unemployed,walk-in,24,2.18,2024-03-03
40338,F,62,<30k,unemployed,online,32,13.7,2023-10-23
40339,F,27,30-60k,retired,walk-in,39,13.9,2023-06-20
40340,M,41,30-60k,unemployed,online,30,8.85,2024-01-18
40341,F,63,100k+,student,walk-in,7,4.83,2024-05-19
40342,F,57,<30k,retired,online,11,9.35,2024-07-29
40343,F,49,60-100k,employed,referral,24,16.33,2023-11-28
40344,F,63,30-60k,employed,walk-in,16,12.94,2023-07-28
40345,F,40,<30k,employed,referral,11,2.3,2024-06-22
40346,F,26,<30k,employed,referral,2,22.99,2024-10-08
40347,M,50,30-60k,student,online,33,4.11,2023-07-01
40348,F,43,30-60k,student,online,25,9.17,2024-11-15
40349,F,30,30-60k,unemployed,online,27,4.42,2023-05-29
40350,M,66,100k+,unemployed,online,40,9.25,2023-06-03
40351,M,67,30-60k,employed,walk-in,36,8.65,2023-09-09
40352,M,20,<30k,student,online,17,15.62,2024-06-22
40353,M,38,30-60k,employed,walk-in,36,19.71,2023-09-09
40354,M,32,<30k,unemployed,walk-in,10,20.82,2023-02-05
40355,M,65,60-100k,employed,walk-in,3,8.52,2023-05-27
40356,M,67,30-60k,employed,referral,38,9.05,2024-12-03
40357,F,26,30-60k,employed,online,40,3.79,2023-10-09
40358,M,40,60-100k,employed,referral,30,6.64,2023-04-27
40359,F,42,60-100k,student,online,11,1.58,2023-11-05
40360,M,54,60-100k,employed,referral,33,9.37,2023-12-05
40361,F,42,30-60k,student,online,7,18.25,2023-01-01
40362,M,49,60-100k,employed,walk-in,19,1.57,2023-01-22
40363,M,44,60-100k,employed,walk-in,28,9.14,2024-02-23
40364,M,46,60-100k,unemployed,online,23,10.03,2023-11-24
40365,F,24,<30k,student,referral,40,20.45,2024-01-31
40366,F,55,<30k,employed,referral,14,2.74,2023-02-04
40367,M,41,<30k,retired,walk-in,16,8.92,2023-09-29
40368,F,24,30-60k,employed,referral,13,16.41,2023-03-27
40369,M,29,60-100k,employed,online,40,18.93,2023-05-01
40370,F,44,30-60k,employed,online,11,8.2,2023-09-24
40371,F,65,30-60k,student,walk-in,19,17.61,2023-06-17
40372,F,42,30-60k,employed,online,27,13.56,2024-05-16
40373,F,52,30-60k,retired,online,13,14.6,2023-04-12
40374,F,53,30-60k,employed,online,2,10.77,2024-02-29
40375,F,38,60-100k,employed,online,19,13.84,2024-05-24
40376,M,28,<30k,employed,referral,2,15.46,2024-01-01
40377,M,24,100k+,employed,online,18,9.58,2023-05-08
40378,F,63,60-100k,unemployed,walk-in,2,9.36,2024-05-25
40379,F,51,30-60k,employed,online,5,8.1,2023-10-30
40380,M,24,30-60k,employed,online,38,1.23,2023-03-31
40381,M,29,<30k,student,referral,5,9.93,2023-08-05
40382,M,20,30-60k,employed,walk-in,21,10.07,2024-10-22
40383,F,38,100k+,employed,online,24,19.75,2023-01-04
40384,F,51,30-60k,employed,walk-in,16,5.87,2024-12-30
40385,F,24,30-60k,student,online,19,5.89,2023-06-01
40386,Other,41,60-100k,employed,online,23,3.88,2024-05-13
40387,F,51,60-100k,student,walk-in,23,12.01,2024-08-26
40388,M,64,100k+,employed,online,23,25.34,2024-09-10
40389,M,39,<30k,employed,online,1,21.05,2024-03-28
40390,M,68,<30k,employed,walk-in,19,6.83,2024-04-10
40391,F,50,60-100k,employed,walk-in,31,8.13,2023-10-13
40392,F,55,<30k,employed,online,10,10.44,2024-02-26
40393,M,67,<30k,employed,online,21,3.85,2024-05-22
40394,M,44,60-100k,employed,online,20,12.2,2023-09-10
40395,F,61,100k+,employed,walk-in,23,14.86,2024-06-01
40396,M,57,30-60k,employed,online,27,2.24,2024-01-04
40397,M,53,30-60k,student,walk-in,6,12.91,2023-08-20
40398,F,53,<30k,employed,online,19,6.5,2023-05-23
40399,M,55,<30k,unemployed,online,12,4.39,2024-03-24
40400,M,47,30-60k,unemployed,walk-in,3,8.79,2024-09-20
40401,F,67,<30k,unemployed,online,17,16.46,2024-02-12
40402,M,31,30-60k,student,online,17,2.41,2024-04-19
40403,M,66,30-60k,student,walk-in,31,5.24,2024-08-22
40404,M,61,30-60k,employed,referral,21,9.3,2023-10-17
40405,M,34,30-60k,student,online,22,6.79,2024-11-16
40406,F,24,<30k,unemployed,walk-in,9,13.06,2023-07-03
40407,Other,19,30-60k,employed,online,33,19.47,2024-11-12
40408,M,59,100k+,employed,referral,17,6.24,2024-06-15
40409,F,21,<30k,unemployed,online,26,15.91,2024-12-20
40410,M,41,100k+,employed,online,38,10.08,2024-03-20
40411,M,65,60-100k,employed,online,10,15.74,2024-03-29
40412,M,61,<30k,employed,online,6,13.15,2024-07-31
40413,F,32,<30k,student,online,6,20.72,2023-06-08
40414,F,21,<30k,employed,online,37,1.49,2024-11-02
40415,M,48,100k+,employed,online,31,12.16,2023-10-22
40416,M,45,<30k,employed,online,15,10.63,2024-12-15
40417,F,34,<30k,employed,online,11,3.25,2023-01-20
40418,M,46,<30k,student,online,26,20.27,2023-05-14
40419,F,36,30-60k,employed,online,30,5.01,2024-01-10
40420,M,27,<30k,retired,online,4,31.34,2024-04-25
40421,M,63,60-100k,employed,online,40,3.78,2023-03-21
40422,M,46,<30k,employed,walk-in,21,9.45,2023-02-05
40423,M,29,<30k,unemployed,referral,30,27.16,2023-02-07
40424,F,37,30-60k,retired,online,2,1.39,2024-08-14
40425,M,19,60-100k,employed,walk-in,13,13.28,2023-12-15
40426,M,63,60-100k,employed,walk-in,40,5.16,2024-07-12
40427,F,52,60-100k,student,walk-in,10,4.38,2024-11-16
40428,M,64,100k+,retired,online,14,15.99,2024-07-20
40429,M,51,<30k,employed,walk-in,14,1.44,2023-05-17
40430,M,19,<30k,unemployed,online,21,10.81,2023-08-16
40431,M,59,<30k,employed,online,36,6.15,2024-10-10
40432,F,41,<30k,student,walk-in,33,4.57,2024-03-19
40433,M,68,30-60k,employed,walk-in,20,12.04,2024-07-03
40434,M,63,60-100k,unemployed,walk-in,28,14.25,2024-05-04
40435,Other,18,<30k,employed,walk-in,23,10.6,2023-05-23
40436,M,53,30-60k,employed,referral,6,12.79,2023-12-19
40437,M,40,60-100k,unemployed,online,35,16.48,2023-06-08
40438,M,54,30-60k,student,online,27,24.12,2023-04-22
40439,F,32,30-60k,employed,walk-in,16,4.03,2024-08-25
40440,F,38,100k+,employed,walk-in,36,2.1,2024-09-25
40441,F,24,30-60k,employed,online,16,11.1,2024-03-07
40442,F,55,100k+,student,walk-in,37,24.64,2024-09-16
40443,M,67,<30k,student,online,36,11.7,2023-08-31
40444,F,69,<30k,retired,referral,36,3.8,2023-06-19
40445,M,41,30-60k,unemployed,walk-in,19,5.3,2024-11-27
40446,F,58,60-100k,unemployed,referral,28,7.63,2023-09-19
40447,M,48,30-60k,retired,online,34,5.14,2024-12-07
40448,F,35,60-100k,student,online,10,6.51,2023-09-12
40449,M,29,30-60k,employed,walk-in,18,10.16,2023-04-08
40450,F,68,60-100k,student,walk-in,10,7.11,2024-04-05
40451,M,42,<30k,employed,online,22,8.42,2024-08-04
40452,M,49,60-100k,employed,online,16,16.59,2024-12-01
40453,M,60,30-60k,employed,walk-in,34,4.51,2023-07-14
40454,Other,54,60-100k,employed,referral,22,5.04,2023-12-21
40455,F,55,30-60k,retired,online,26,3.82,2023-01-30
40456,M,33,<30k,employed,online,26,21.85,2023-01-15
40457,M,64,30-60k,employed,referral,17,9.44,2023-01-19
40458,F,20,<30k,unemployed,referral,22,22.48,2024-07-25
40459,F,55,30-60k,employed,online,21,15.76,2023-04-15
40460,F,65,<30k,employed,online,33,25.33,2023-08-17
40461,M,27,100k+,employed,online,17,9.53,2023-08-03
40462,M,46,60-100k,unemployed,online,15,1.82,2024-03-14
40463,F,42,<30k,employed,walk-in,23,4.96,2023-08-27
40464,M,56,<30k,employed,online,11,4.54,2024-04-17
40465,F,64,<30k,student,walk-in,36,0.73,2023-04-26
40466,M,47,<30k,unemployed,online,31,11.22,2023-08-10
40467,M,52,100k+,employed,online,17,15.79,2024-04-17
40468,M,22,60-100k,employed,walk-in,38,9.09,2024-02-06
40469,F,54,60-100k,unemployed,walk-in,32,4.55,2024-10-22
40470,M,37,<30k,student,walk-in,15,2.96,2023-12-15
40471,M,38,30-60k,unemployed,online,14,35.99,2023-01-19
40472,M,42,30-60k,student,walk-in,37,8.6,2023-05-11
40473,M,19,<30k,retired,online,6,17.46,2023-02-06
40474,M,34,<30k,unemployed,referral,24,15.85,2024-02-02
40475,F,34,30-60k,employed,walk-in,10,9.16,2023-01-18
40476,M,35,100k+,student,walk-in,1,9.17,2023-12-09
40477,F,58,30-60k,employed,online,18,16.11,2023-02-13
40478,M,36,<30k,employed,online,5,16.41,2023-05-20
40479,F,55,100k+,employed,online,3,11.65,2023-09-10
40480,F,59,<30k,employed,online,1,15.32,2023-02-10
40481,F,51,30-60k,employed,online,33,10.68,2023-08-20
40482,F,41,60-100k,unemployed,online,17,12.98,2023-03-25
40483,F,52,<30k,employed,online,24,3.71,2023-09-12
40484,F,50,30-60k,employed,online,16,18.27,2024-01-10
40485,M,51,<30k,employed,walk-in,30,7.47,2024-12-17
40486,F,30,100k+,employed,online,26,2.63,2023-08-13
40487,M,56,<30k,unemployed,walk-in,21,14.63,2024-03-27
40488,F,32,<30k,employed,walk-in,37,9.35,2024-02-19
40489,Other,19,<30k,employed,referral,35,11.78,2023-04-05
40490,F,67,30-60k,employed,online,16,3.76,2024-03-20
40491,M,30,100k+,student,referral,8,26.47,2023-02-04
40492,F,55,60-100k,unemployed,online,13,10.52,2024-06-23
40493,F,21,<30k,employed,online,25,16.03,2023-11-12
40494,F,46,60-100k,retired,online,31,22.61,2024-07-27
40495,F,34,60-100k,student,walk-in,34,7.15,2023-08-20
40496,M,24,30-60k,student,online,12,11.82,2024-12-15
40497,M,34,<30k,student,walk-in,40,31.01,2024-07-09
40498,M,32,30-60k,employed,online,36,10.42,2023-12-02
40499,F,29,100k+,employed,walk-in,40,6.74,2024-12-27
40500,M,59,<30k,retired,online,23,5.93,2024-08-15
40501,M,24,30-60k,unemployed,referral,26,4.82,2024-07-22
40502,Other,33,60-100k,employed,online,27,7.88,2023-02-07
40503,M,57,30-60k,unemployed,online,29,13.63,2023-05-10
40504,F,31,100k+,employed,online,31,8.69,2024-10-22
40505,F,29,60-100k,unemployed,online,1,3.07,2023-09-11
40506,M,33,100k+,retired,online,37,1.6,2023-03-07
40507,M,46,<30k,employed,walk-in,13,14.86,2024-10-11
40508,M,29,30-60k,student,walk-in,4,25.82,2024-10-26
40509,M,20,30-60k,employed,online,15,2.39,2023-12-14
40510,M,56,30-60k,student,referral,12,5.23,2024-11-14
40511,F,41,30-60k,employed,walk-in,10,27.43,2024-03-13
40512,F,19,30-60k,unemployed,walk-in,32,16.41,2024-02-14
40513,F,47,30-60k,unemployed,referral,18,11.41,2024-02-28
40514,M,63,30-60k,student,online,15,13.99,2024-04-23
40515,M,30,<30k,employed,walk-in,37,9.99,2023-04-12
40516,M,47,60-100k,employed,walk-in,15,8.11,2024-06-23
40517,F,33,30-60k,employed,online,22,32.18,2023-04-09
40518,M,20,100k+,retired,online,4,5.83,2024-01-01
40519,F,66,<30k,employed,walk-in,38,17.56,2023-11-17
40520,Other,59,60-100k,employed,online,18,3.93,2024-10-06
40521,F,67,30-60k,retired,online,28,12.96,2023-02-03
40522,M,52,30-60k,employed,online,33,7.53,2024-11-09
40523,F,26,100k+,unemployed,walk-in,6,27.06,2023-11-10
40524,F,61,60-100k,employed,referral,6,6.83,2023-08-31
40525,F,52,30-60k,employed,online,34,3.03,2024-07-04
40526,F,54,100k+,employed,walk-in,13,26.07,2023-08-27
40527,F,69,<30k,employed,online,13,6.79,2024-03-16
40528,M,45,30-60k,unemployed,referral,16,13.73,2024-10-05
40529,F,26,60-100k,employed,walk-in,35,18.2,2023-05-27
40530,M,48,30-60k,employed,online,29,5.77,2024-01-08
40531,F,38,<30k,student,walk-in,34,5.96,2024-10-13
40532,F,28,60-100k,employed,walk-in,8,20.47,2023-11-17
40533,M,21,100k+,employed,walk-in,36,1.13,2024-02-22
40534,M,57,60-100k,employed,referral,8,3.25,2023-03-18
40535,M,68,30-60k,employed,referral,16,11.62,2023-04-20
40536,M,60,30-60k,student,walk-in,37,8.12,2023-02-27
40537,F,32,100k+,student,online,17,5.7,2024-10-17
40538,M,59,<30k,student,online,10,13.62,2023-07-05
40539,M,35,60-100k,employed,walk-in,28,10.18,2024-07-16
40540,M,27,60-100k,student,walk-in,6,12.61,2024-02-11
40541,M,19,30-60k,employed,walk-in,14,3.45,2023-08-09
40542,M,68,30-60k,unemployed,referral,16,2.86,2024-08-20
40543,F,32,<30k,employed,referral,8,14.31,2023-08-13
40544,F,43,<30k,employed,referral,23,18.68,2024-02-11
40545,F,50,100k+,student,walk-in,37,4.99,2024-10-20
40546,M,23,30-60k,employed,online,8,6.68,2024-01-30
40547,F,67,60-100k,retired,walk-in,36,3.57,2024-08-26
40548,Other,66,30-60k,employed,referral,5,15.41,2023-03-18
40549,M,48,60-100k,employed,online,4,11.04,2023-02-02
40550,F,61,30-60k,unemployed,walk-in,2,21.45,2023-07-14
40551,F,46,<30k,student,walk-in,34,10.75,2023-10-06
40552,M,51,30-60k,employed,walk-in,32,5.11,2023-06-20
40553,F,57,60-100k,employed,online,40,14.75,2024-08-10
40554,Other,64,30-60k,unemployed,walk-in,8,7.82,2023-01-19
40555,F,64,<30k,unemployed,online,20,12.36,2024-03-02
40556,Other,66,100k+,retired,online,33,5.83,2024-08-20
40557,F,28,100k+,employed,online,4,6.46,2023-11-12
40558,F,54,60-100k,student,walk-in,23,9.33,2024-07-04
40559,F,43,30-60k,employed,online,31,12.2,2023-09-01
40560,M,20,30-60k,employed,online,35,10.16,2023-09-16
40561,M,56,60-100k,employed,referral,4,14.05,2023-08-24
40562,M,40,<30k,unemployed,referral,20,29.54,2023-07-07
40563,F,66,60-100k,student,referral,23,5.14,2023-06-23
40564,F,47,30-60k,student,online,19,13.02,2024-11-04
40565,M,67,30-60k,employed,online,33,4.26,2024-04-25
40566,F,25,100k+,employed,online,6,11.45,2023-04-08
40567,M,63,30-60k,employed,referral,32,4.05,2023-02-01
40568,F,40,100k+,employed,online,33,5.11,2023-03-29
40569,M,46,100k+,employed,referral,20,19.82,2023-06-14
40570,F,27,60-100k,student,online,11,8.98,2023-03-13
40571,Other,65,30-60k,retired,online,16,4.21,2023-03-03
40572,F,62,100k+,employed,referral,26,11.84,2024-01-14
40573,M,36,60-100k,unemployed,referral,11,6.4,2023-12-11
40574,F,23,<30k,student,walk-in,5,10.25,2024-10-08
40575,M,54,30-60k,unemployed,referral,22,28.54,2024-05-07
40576,F,32,30-60k,student,online,14,7.71,2023-01-04
40577,M,38,30-60k,student,online,1,9.72,2024-04-16
40578,F,36,<30k,student,online,24,1.2,2023-11-06
40579,F,25,<30k,student,online,6,0.56,2023-06-05
40580,F,65,60-100k,employed,online,35,7.52,2024-03-05
40581,M,56,60-100k,employed,walk-in,11,7.82,2024-10-07
40582,F,32,30-60k,student,referral,21,6.79,2023-07-24
40583,M,43,30-60k,employed,online,28,14.45,2023-10-11
40584,Other,48,60-100k,unemployed,walk-in,33,8.25,2023-03-22
40585,M,18,<30k,employed,walk-in,21,2.31,2023-01-27
40586,F,18,30-60k,employed,walk-in,25,4.5,2023-07-19
40587,M,42,<30k,employed,online,6,12.54,2024-12-16
40588,F,45,30-60k,employed,walk-in,24,35.11,2023-06-07
40589,F,67,30-60k,student,online,30,3.16,2024-01-09
40590,F,36,60-100k,employed,walk-in,36,2.19,2024-04-09
40591,F,41,30-60k,student,referral,22,15.59,2024-07-23
40592,M,37,100k+,student,online,29,7.9,2024-11-09
40593,F,32,100k+,employed,walk-in,1,7.8,2024-07-16
40594,F,60,<30k,employed,online,16,25.28,2023-01-17
40595,M,51,30-60k,unemployed,online,35,18.02,2024-01-29
40596,M,26,<30k,employed,online,25,15.8,2024-03-12
40597,M,29,30-60k,unemployed,online,32,5.61,2024-10-28
40598,M,39,<30k,unemployed,online,5,0.9,2023-03-24
40599,F,65,60-100k,employed,online,1,10.43,2023-09-15
40600,M,19,60-100k,unemployed,walk-in,17,8.13,2023-02-10
40601,F,42,<30k,unemployed,online,5,4.95,2023-02-14
40602,F,42,<30k,employed,online,17,6.02,2023-07-31
40603,M,67,30-60k,employed,online,17,7.4,2024-02-03
40604,F,66,<30k,employed,referral,39,23.7,2023-02-10
40605,M,37,30-60k,employed,walk-in,28,6.52,2024-01-16
40606,M,19,30-60k,employed,online,39,23.59,2024-08-12
40607,M,23,<30k,employed,online,18,11.52,2024-10-19
40608,M,68,<30k,employed,referral,34,26.29,2024-02-03
40609,M,31,60-100k,employed,referral,29,11.54,2024-07-18
40610,F,41,30-60k,employed,online,19,2.85,2023-12-29
40611,F,31,100k+,student,referral,24,4.35,2024-02-22
40612,M,26,100k+,employed,walk-in,5,10.89,2024-09-17
40613,M,40,<30k,retired,online,9,1.98,2024-08-04
40614,F,61,<30k,retired,online,28,21.59,2024-02-15
40615,M,37,100k+,unemployed,online,22,1.1,2023-01-06
40616,M,50,60-100k,retired,online,21,11.45,2024-07-02
40617,F,42,30-60k,employed,referral,1,1.37,2023-01-23
40618,M,53,60-100k,unemployed,online,37,13.39,2023-10-22
40619,M,39,30-60k,unemployed,online,23,2.06,2023-12-03
40620,F,20,100k+,employed,walk-in,14,7.58,2023-10-19
40621,M,53,100k+,employed,referral,30,14.38,2024-11-10
40622,M,21,<30k,employed,walk-in,23,8.66,2023-10-11
40623,M,68,<30k,unemployed,online,15,1.67,2024-07-23
40624,F,46,30-60k,employed,online,19,5.35,2024-06-21
40625,F,49,<30k,employed,online,9,2.86,2024-11-10
40626,F,51,<30k,unemployed,online,5,4.41,2023-01-23
40627,M,46,30-60k,unemployed,walk-in,27,20.65,2024-04-23
40628,M,69,60-100k,employed,walk-in,9,9.07,2024-04-13
40629,F,33,30-60k,unemployed,walk-in,9,11.92,2023-06-16
40630,F,24,60-100k,unemployed,online,26,12.76,2024-07-20
40631,F,35,60-100k,employed,walk-in,8,6.27,2024-11-19
40632,F,28,30-60k,employed,referral,36,12.3,2023-09-23
40633,M,36,<30k,employed,walk-in,23,3.93,2023-08-03
40634,F,32,30-60k,employed,walk-in,31,4.84,2023-09-08
40635,F,34,30-60k,employed,referral,5,6.61,2023-04-11
40636,M,23,60-100k,unemployed,walk-in,31,14.03,2024-08-11
40637,F,67,30-60k,retired,online,16,4.17,2024-09-08
40638,F,35,30-60k,employed,referral,7,18.18,2023-05-17
40639,M,37,60-100k,employed,online,1,11.9,2024-11-06
40640,M,44,30-60k,employed,online,5,11.73,2024-10-29
40641,M,18,100k+,employed,online,36,8.57,2024-04-21
40642,F,69,60-100k,employed,walk-in,11,1.34,2023-09-12
40643,F,23,30-60k,unemployed,online,8,15.79,2023-02-22
40644,F,39,30-60k,student,walk-in,8,11.24,2024-02-03
40645,M,32,30-60k,employed,walk-in,24,9.21,2023-08-02
40646,F,40,60-100k,unemployed,online,21,20.79,2024-09-27
40647,F,65,30-60k,unemployed,referral,6,6.77,2024-08-16
40648,F,48,60-100k,student,walk-in,19,4.9,2024-11-19
40649,M,48,30-60k,student,online,4,6.36,2023-09-02
40650,F,66,<30k,unemployed,online,36,10.52,2024-02-05
40651,M,69,30-60k,unemployed,online,20,25.03,2023-06-15
40652,F,48,30-60k,student,walk-in,30,37.74,2023-03-12
40653,F,21,30-60k,employed,referral,21,3.55,2023-06-24
40654,M,25,60-100k,retired,online,12,15.65,2023-04-17
40655,F,25,<30k,employed,online,3,7.23,2023-07-23
40656,F,31,60-100k,student,online,7,4.85,2023-01-29
40657,M,31,60-100k,employed,online,5,33.82,2023-02-13
40658,F,32,100k+,employed,walk-in,25,30.87,2023-03-21
40659,F,19,60-100k,unemployed,online,40,8.73,2024-02-16
40660,M,61,30-60k,unemployed,online,11,7.43,2024-05-07
40661,M,59,<30k,employed,referral,18,5.82,2023-08-04
40662,M,36,60-100k,student,online,19,3.81,2024-12-02
40663,M,24,<30k,employed,referral,19,8.79,2024-03-02
40664,F,56,60-100k,student,online,17,7.74,2023-07-10
40665,M,60,60-100k,employed,online,20,3.21,2023-02-08
40666,M,19,30-60k,employed,walk-in,33,1.27,2024-12-06
40667,M,40,60-100k,employed,online,37,15.9,2024-07-13
40668,M,30,100k+,unemployed,referral,24,6.9,2024-09-25
40669,Other,32,100k+,employed,online,28,10.97,2023-04-18
40670,F,48,<30k,unemployed,online,37,6.95,2023-07-09
40671,F,26,100k+,student,referral,14,1.36,2023-06-20
40672,M,64,<30k,employed,online,14,3.95,2023-01-19
40673,M,30,30-60k,employed,online,25,8.09,2024-04-14
40674,F,22,30-60k,employed,online,16,7.13,2023-04-27
40675,Other,41,<30k,employed,walk-in,33,6.3,2023-05-13
40676,F,54,<30k,employed,online,14,9.2,2023-01-26
40677,F,38,30-60k,student,online,6,4.5,2024-06-02
40678,M,30,<30k,employed,referral,10,15.4,2023-05-21
40679,M,41,30-60k,employed,online,6,4.51,2023-06-09
40680,F,62,100k+,student,online,19,6.43,2024-08-10
40681,F,69,<30k,employed,online,30,9.13,2024-11-12
40682,M,39,100k+,employed,online,28,2.86,2023-04-24
40683,F,35,60-100k,student,online,35,0.5,2024-09-20
40684,F,27,100k+,unemployed,online,34,11.37,2023-10-10
40685,M,64,100k+,employed,walk-in,28,16.82,2024-06-17
40686,M,39,60-100k,employed,online,23,10.63,2024-11-15
40687,M,63,30-60k,student,online,24,2.49,2024-04-05
40688,F,65,100k+,unemployed,online,27,31.21,2023-06-19
40689,F,24,<30k,employed,walk-in,12,19.93,2024-08-20
40690,F,51,100k+,retired,referral,25,11.14,2024-03-25
40691,M,34,60-100k,student,online,2,2.53,2024-07-23
40692,M,55,30-60k,employed,online,21,8.05,2024-11-05
40693,F,57,30-60k,retired,walk-in,10,6.92,2023-03-27
40694,M,27,60-100k,retired,online,8,21.05,2023-05-10
40695,M,48,60-100k,employed,online,12,17.87,2024-09-24
40696,M,61,30-60k,employed,walk-in,13,1.48,2024-03-22
